gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_standard,test preparation course_none,math score,reading score,writing score,total_perc,total_Marks,Grade,math_passstatus,reading_passstatus,writing_passstatus,perc_passstatus
1,0,0,0,0,0,0,0,0,1,1,0,46,41,43,43.33,130,F,F,F,F,F
1,0,0,0,1,0,0,0,0,0,1,0,71,74,68,71.0,213,C,P,P,P,P
1,0,1,0,0,0,1,0,0,0,0,0,40,46,50,45.33,136,F,F,F,P,F
1,0,0,1,0,0,0,0,0,0,0,1,90,87,75,84.0,252,B,P,P,P,P
1,0,0,0,0,0,0,0,1,0,0,0,81,78,81,80.0,240,B,P,P,P,P
1,0,0,1,0,0,0,0,0,1,0,1,56,54,52,54.0,162,D,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,67,84,81,77.33,232,B,P,P,P,P
1,1,0,0,0,0,0,0,0,0,1,1,80,76,64,73.33,220,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,74,75,83,77.33,232,B,P,P,P,P
1,0,0,0,0,0,0,0,1,0,1,1,69,67,69,68.33,205,C,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,0,99,87,81,89.0,267,A,P,P,P,P
1,0,1,0,0,0,0,0,0,1,1,1,51,52,44,49.0,147,F,P,P,F,F
0,1,0,0,0,0,0,0,0,0,0,1,53,71,67,63.67,191,C,P,P,P,P
0,0,0,1,0,0,1,0,0,0,0,1,49,57,52,52.67,158,D,F,P,P,P
0,1,0,0,0,0,0,0,0,0,1,1,73,76,80,76.33,229,B,P,P,P,P
1,1,0,0,0,1,0,0,0,0,1,1,66,60,57,61.0,183,D,P,P,P,P
1,0,0,1,0,1,0,0,0,0,1,0,67,61,68,65.33,196,C,P,P,P,P
0,0,1,0,0,0,0,0,0,0,0,0,68,67,69,68.0,204,C,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,0,59,64,75,66.0,198,C,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,1,71,66,65,67.33,202,C,P,P,P,P
0,0,0,1,0,0,0,1,0,0,1,0,77,82,91,83.33,250,B,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,1,83,72,78,77.67,233,B,P,P,P,P
1,1,0,0,0,1,0,0,0,0,1,1,63,71,69,67.67,203,C,P,P,P,P
0,0,0,1,0,0,0,0,0,0,0,1,56,65,63,61.33,184,C,P,P,P,P
0,0,1,0,0,0,1,0,0,0,0,0,67,79,84,76.67,230,B,P,P,P,P
0,0,0,0,1,0,1,0,0,0,1,1,75,86,79,80.0,240,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,71,81,80,77.33,232,B,P,P,P,P
0,0,1,0,0,0,0,0,0,1,0,1,43,53,53,49.67,149,F,F,P,P,F
0,0,1,0,0,0,1,0,0,0,0,1,41,46,43,43.33,130,F,F,F,F,F
0,0,1,0,0,0,0,0,1,0,1,1,82,90,94,88.67,266,A,P,P,P,P
1,0,1,0,0,0,0,0,1,0,1,1,61,61,62,61.33,184,C,P,P,P,P
1,0,0,0,0,0,0,0,1,0,0,1,28,23,19,23.33,70,F,F,F,F,F
1,0,1,0,0,0,0,0,0,0,1,0,82,75,77,78.0,234,B,P,P,P,P
0,1,0,0,0,0,0,0,0,1,1,1,41,55,51,49.0,147,F,F,P,P,F
1,0,1,0,0,0,1,0,0,0,1,1,71,60,61,64.0,192,C,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,1,47,37,35,39.67,119,F,F,F,F,F
1,0,0,0,1,0,0,0,0,0,1,0,62,56,53,57.0,171,D,P,P,P,P
1,1,0,0,0,0,0,0,0,0,1,1,90,78,81,83.0,249,B,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,1,83,93,95,90.33,271,A,P,P,P,P
0,1,0,0,0,0,0,0,1,0,0,1,61,68,66,65.0,195,C,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,0,76,70,69,71.67,215,B,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,1,49,51,43,47.67,143,F,F,P,F,F
0,1,0,0,0,0,0,0,0,1,0,1,24,38,27,29.67,89,F,F,F,F,F
0,0,0,1,0,0,0,0,0,1,0,0,35,55,60,50.0,150,F,F,P,P,P
1,0,1,0,0,0,1,0,0,0,0,1,58,61,52,57.0,171,D,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,61,73,63,65.67,197,C,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,0,69,76,74,73.0,219,B,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,0,67,72,67,68.67,206,C,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,79,73,67,73.0,219,B,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,72,80,75,75.67,227,B,P,P,P,P
1,1,0,0,0,0,0,0,1,0,1,1,62,61,57,60.0,180,D,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,0,77,94,95,88.67,266,A,P,P,P,P
1,0,0,1,0,0,1,0,0,0,0,1,75,74,66,71.67,215,B,P,P,P,P
1,0,0,0,1,0,0,0,0,0,1,1,87,74,76,79.0,237,B,P,P,P,P
0,1,0,0,0,1,0,0,0,0,1,1,52,65,69,62.0,186,C,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,1,66,57,52,58.33,175,D,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,0,63,78,80,73.67,221,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,46,58,57,53.67,161,D,F,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,59,71,70,66.67,200,C,P,P,P,P
0,1,0,0,0,1,0,0,0,0,1,1,61,72,70,67.67,203,C,P,P,P,P
1,0,0,0,0,0,0,0,0,0,1,1,63,61,61,61.67,185,C,P,P,P,P
0,0,1,0,0,0,0,0,1,0,0,0,42,66,69,59.0,177,D,F,P,P,P
1,0,0,1,0,0,0,0,1,0,0,1,59,62,61,60.67,182,D,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,1,80,90,89,86.33,259,A,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,58,62,59,59.67,179,D,P,P,P,P
1,1,0,0,0,0,0,0,0,1,1,0,85,84,78,82.33,247,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,52,58,58,56.0,168,D,P,P,P,P
0,0,0,1,0,0,0,0,0,1,0,1,27,34,32,31.0,93,F,F,F,F,F
1,0,1,0,0,0,0,0,1,0,1,1,59,60,58,59.0,177,D,P,P,P,P
1,0,0,0,0,1,0,0,0,0,0,0,49,58,60,55.67,167,D,F,P,P,P
1,0,1,0,0,0,1,0,0,0,1,0,69,58,53,60.0,180,D,P,P,P,P
1,0,1,0,0,1,0,0,0,0,0,1,61,66,61,62.67,188,C,P,P,P,P
0,0,0,0,0,0,0,0,0,1,0,1,44,64,58,55.33,166,D,F,P,P,P
0,0,0,1,0,0,0,0,0,1,1,1,73,84,85,80.67,242,B,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,1,84,77,71,77.33,232,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,0,0,45,73,70,62.67,188,C,F,P,P,P
1,0,0,1,0,0,0,0,0,1,1,1,74,74,72,73.33,220,B,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,0,82,97,96,91.67,275,A,P,P,P,P
0,0,0,1,0,1,0,0,0,0,1,1,59,70,73,67.33,202,C,P,P,P,P
1,0,0,0,1,0,0,0,0,0,0,1,46,43,41,43.33,130,F,F,F,F,F
0,0,0,1,0,0,0,0,0,1,1,1,80,90,82,84.0,252,B,P,P,P,P
0,0,0,1,0,0,0,1,0,0,0,0,85,95,100,93.33,280,A,P,P,P,P
0,0,0,0,0,0,0,0,0,1,1,1,71,83,77,77.0,231,B,P,P,P,P
1,0,0,0,0,1,0,0,0,0,1,1,66,64,62,64.0,192,C,P,P,P,P
0,1,0,0,0,0,0,0,0,0,1,1,80,86,83,83.0,249,B,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,0,87,100,95,94.0,282,A,P,P,P,P
1,0,1,0,0,0,0,1,0,0,0,1,79,81,71,77.0,231,B,P,P,P,P
0,0,0,0,1,0,0,0,0,1,0,1,38,49,45,44.0,132,F,F,F,F,F
0,0,0,0,0,0,0,0,0,1,0,1,38,43,43,41.33,124,F,F,F,F,F
0,0,0,0,1,0,0,0,1,0,1,1,67,76,75,72.67,218,B,P,P,P,P
0,0,0,0,1,1,0,0,0,0,1,1,64,73,70,69.0,207,C,P,P,P,P
0,0,1,0,0,0,0,0,0,0,0,1,57,78,67,67.33,202,C,P,P,P,P
0,0,0,1,0,0,1,0,0,0,1,1,62,64,64,63.33,190,C,P,P,P,P
1,0,0,1,0,0,0,1,0,0,1,1,73,70,75,72.67,218,B,P,P,P,P
1,0,0,0,1,0,0,0,0,1,0,0,73,67,59,66.33,199,C,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,1,77,68,77,74.0,222,B,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,1,76,67,67,70.0,210,C,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,0,57,54,56,55.67,167,D,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,0,65,74,77,72.0,216,B,P,P,P,P
1,0,0,0,0,0,1,0,0,0,0,1,48,45,41,44.67,134,F,F,F,F,F
0,1,0,0,0,0,1,0,0,0,0,1,50,67,63,60.0,180,D,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,85,89,95,89.67,269,A,P,P,P,P
1,1,0,0,0,0,0,0,0,1,1,1,74,63,57,64.67,194,C,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,1,60,59,54,57.67,173,D,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,0,59,54,67,60.0,180,D,P,P,P,P
1,0,0,0,0,0,0,0,1,0,1,1,53,43,43,46.33,139,F,P,F,F,F
0,0,0,0,0,0,0,0,1,0,0,1,49,65,55,56.33,169,D,F,P,P,P
0,0,0,1,0,0,1,0,0,0,1,0,88,99,100,95.67,287,A,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,54,59,62,58.33,175,D,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,1,63,73,68,68.0,204,C,P,P,P,P
1,1,0,0,0,0,0,0,0,0,1,0,65,65,63,64.33,193,C,P,P,P,P
0,1,0,0,0,0,0,0,0,0,1,1,82,80,77,79.67,239,B,P,P,P,P
0,0,0,1,0,0,1,0,0,0,0,0,52,57,56,55.0,165,D,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,0,87,84,85,85.33,256,A,P,P,P,P
0,0,0,1,0,0,0,1,0,0,1,0,70,71,74,71.67,215,B,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,0,84,83,78,81.67,245,B,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,1,71,66,60,65.67,197,C,P,P,P,P
1,1,0,0,0,0,0,0,0,1,1,0,63,67,67,65.67,197,C,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,0,51,72,79,67.33,202,C,P,P,P,P
1,0,0,0,1,0,1,0,0,0,1,1,84,73,69,75.33,226,B,P,P,P,P
1,0,1,0,0,1,0,0,0,0,1,0,71,74,68,71.0,213,C,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,1,74,73,67,71.33,214,B,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,68,59,62,63.0,189,C,P,P,P,P
1,0,0,0,1,0,1,0,0,0,0,0,57,56,54,55.67,167,D,P,P,P,P
0,0,1,0,0,0,0,0,0,0,0,0,82,93,93,89.33,268,A,P,P,P,P
0,0,0,1,0,0,1,0,0,0,1,0,57,58,64,59.67,179,D,P,P,P,P
0,0,0,1,0,0,0,1,0,0,0,0,47,58,67,57.33,172,D,F,P,P,P
0,0,0,0,0,0,0,0,0,1,1,0,59,85,80,74.67,224,B,P,P,P,P
1,1,0,0,0,0,0,0,1,0,0,1,41,39,34,38.0,114,F,F,F,F,F
0,0,1,0,0,0,0,0,1,0,0,1,62,67,62,63.67,191,C,P,P,P,P
1,0,1,0,0,1,0,0,0,0,1,1,86,83,86,85.0,255,B,P,P,P,P
1,0,1,0,0,0,0,0,0,1,0,1,69,71,65,68.33,205,C,P,P,P,P
1,0,0,0,0,0,0,0,0,1,0,1,65,59,53,59.0,177,D,P,P,P,P
1,0,1,0,0,0,0,0,0,1,0,1,68,63,54,61.67,185,C,P,P,P,P
1,0,1,0,0,0,0,0,0,0,0,1,64,66,59,63.0,189,C,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,61,72,70,67.67,203,C,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,1,61,56,55,57.33,172,D,P,P,P,P
0,0,0,0,0,0,0,0,0,1,0,1,47,59,50,52.0,156,D,F,P,P,P
1,0,1,0,0,0,0,0,0,1,1,1,73,66,66,68.33,205,C,P,P,P,P
1,0,1,0,0,0,0,0,1,0,0,0,50,48,53,50.33,151,D,P,F,P,P
1,0,0,1,0,0,0,0,0,0,1,1,75,68,64,69.0,207,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,0,1,75,66,73,71.33,214,B,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,1,70,56,51,59.0,177,D,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,0,89,88,82,86.33,259,A,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,0,67,81,79,75.67,227,B,P,P,P,P
0,0,0,1,0,0,1,0,0,0,1,1,78,81,80,79.67,239,B,P,P,P,P
0,0,0,0,0,0,0,0,0,1,0,1,59,73,69,67.0,201,C,P,P,P,P
0,1,0,0,0,0,0,0,0,0,1,1,73,83,76,77.33,232,B,P,P,P,P
1,0,0,0,0,0,0,0,0,1,0,1,79,82,73,78.0,234,B,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,0,67,74,77,72.67,218,B,P,P,P,P
1,0,0,1,0,0,0,0,1,0,0,1,69,66,60,65.0,195,C,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,0,86,81,80,82.33,247,B,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,1,47,46,42,45.0,135,F,F,F,F,F
1,1,0,0,0,0,0,0,0,0,1,1,81,73,72,75.33,226,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,0,0,64,85,85,78.0,234,B,P,P,P,P
0,0,0,0,1,0,0,0,1,0,1,1,100,92,97,96.33,289,A,P,P,P,P
0,0,1,0,0,0,0,0,0,0,0,1,65,77,74,72.0,216,B,P,P,P,P
1,0,1,0,0,0,0,0,1,0,0,1,65,58,49,57.33,172,D,P,P,F,P
0,0,1,0,0,0,0,0,0,0,0,1,53,61,62,58.67,176,D,P,P,P,P
1,0,1,0,0,1,0,0,0,0,0,1,37,56,47,46.67,140,F,F,P,F,F
0,0,0,1,0,1,0,0,0,0,1,1,79,89,89,85.67,257,A,P,P,P,P
1,0,0,1,0,0,0,0,0,0,0,1,53,54,48,51.67,155,D,P,P,F,P
0,0,0,0,1,1,0,0,0,0,1,1,100,100,100,100.0,300,A,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,0,72,65,68,68.33,205,C,P,P,P,P
1,0,1,0,0,1,0,0,0,0,0,1,53,58,55,55.33,166,D,P,P,P,P
1,1,0,0,0,0,0,0,1,0,0,1,54,54,45,51.0,153,D,P,P,F,P
0,0,0,0,1,0,0,0,1,0,1,1,71,70,76,72.33,217,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,0,1,77,90,91,86.0,258,A,P,P,P,P
1,0,0,0,0,1,0,0,0,0,1,0,75,58,62,65.0,195,C,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,84,87,91,87.33,262,A,P,P,P,P
0,0,0,1,0,0,0,0,0,0,0,1,26,31,38,31.67,95,F,F,F,F,F
1,0,0,0,0,0,1,0,0,0,0,0,72,67,65,68.0,204,C,P,P,P,P
0,0,0,0,0,0,1,0,0,0,0,0,77,88,85,83.33,250,B,P,P,P,P
1,0,1,0,0,0,0,0,1,0,1,1,91,74,76,80.33,241,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,83,85,90,86.0,258,A,P,P,P,P
0,0,1,0,0,0,1,0,0,0,1,1,63,69,74,68.67,206,C,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,68,86,84,79.33,238,B,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,1,59,67,61,62.33,187,C,P,P,P,P
0,1,0,0,0,0,0,0,0,0,1,0,90,90,91,90.33,271,A,P,P,P,P
0,0,0,1,0,1,0,0,0,0,1,0,71,76,83,76.67,230,B,P,P,P,P
1,0,0,0,1,1,0,0,0,0,1,0,76,62,66,68.0,204,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,1,1,80,68,72,73.33,220,B,P,P,P,P
0,0,0,1,0,0,0,1,0,0,1,1,55,64,70,63.0,189,C,P,P,P,P
1,0,0,0,1,0,0,0,0,0,1,1,76,71,67,71.33,214,B,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,0,73,71,68,70.67,212,C,P,P,P,P
0,0,0,1,0,0,0,0,0,0,0,1,52,59,56,55.67,167,D,P,P,P,P
1,0,1,0,0,0,0,0,1,0,0,1,68,68,61,65.67,197,C,P,P,P,P
1,0,0,0,0,0,1,0,0,0,1,1,59,52,46,52.33,157,D,P,P,F,P
0,1,0,0,0,0,0,0,0,0,1,1,49,52,54,51.67,155,D,F,P,P,P
1,0,1,0,0,0,1,0,0,0,1,1,70,74,71,71.67,215,B,P,P,P,P
1,0,0,1,0,0,0,0,1,0,0,1,61,47,56,54.67,164,D,P,F,P,P
0,0,1,0,0,0,0,0,0,0,0,1,60,75,74,69.67,209,C,P,P,P,P
1,1,0,0,0,0,0,0,0,1,1,0,64,53,57,58.0,174,D,P,P,P,P
1,0,0,0,0,0,0,0,0,0,0,0,79,82,82,81.0,243,B,P,P,P,P
0,0,0,0,0,0,0,0,0,0,0,1,65,85,76,75.33,226,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,64,64,70,66.0,198,C,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,83,83,90,85.33,256,A,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,1,81,88,90,86.33,259,A,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,54,64,68,62.0,186,C,P,P,P,P
1,0,0,1,0,0,1,0,0,0,1,0,68,64,66,66.0,198,C,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,54,48,52,51.33,154,D,P,F,P,P
0,0,0,1,0,0,0,0,1,0,0,0,59,78,76,71.0,213,C,P,P,P,P
0,1,0,0,0,0,0,0,0,1,1,1,66,69,68,67.67,203,C,P,P,P,P
1,0,0,0,1,0,0,0,1,0,1,1,76,71,72,73.0,219,B,P,P,P,P
0,0,0,1,0,0,0,1,0,0,1,1,74,79,82,78.33,235,B,P,P,P,P
0,1,0,0,0,0,0,0,0,0,1,0,94,87,92,91.0,273,A,P,P,P,P
1,0,1,0,0,0,0,0,1,0,0,1,63,61,54,59.33,178,D,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,0,95,89,92,92.0,276,A,P,P,P,P
0,0,0,1,0,0,0,1,0,0,0,1,40,59,54,51.0,153,D,F,P,P,P
0,1,0,0,0,0,0,0,0,1,1,1,82,82,80,81.33,244,B,P,P,P,P
1,0,0,0,0,0,1,0,0,0,1,1,68,70,66,68.0,204,C,P,P,P,P
1,1,0,0,0,1,0,0,0,0,0,1,55,59,54,56.0,168,D,P,P,P,P
1,0,1,0,0,0,0,1,0,0,1,1,79,78,77,78.0,234,B,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,1,86,92,87,88.33,265,A,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,76,71,73,73.33,220,B,P,P,P,P
1,0,0,0,0,0,0,0,0,1,1,1,64,50,43,52.33,157,D,P,P,F,P
1,0,0,1,0,0,0,0,0,1,0,1,62,49,52,54.33,163,D,P,F,P,P
0,1,0,0,0,0,0,0,0,1,1,0,54,61,62,59.0,177,D,P,P,P,P
0,1,0,0,0,0,0,1,0,0,0,0,77,97,94,89.33,268,A,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,0,76,87,85,82.67,248,B,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,1,74,89,84,82.33,247,B,P,P,P,P
0,0,0,0,1,0,0,0,1,0,1,0,66,74,73,71.0,213,C,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,0,66,78,78,74.0,222,B,P,P,P,P
0,1,0,0,0,0,1,0,0,0,0,0,67,78,79,74.67,224,B,P,P,P,P
1,0,0,1,0,0,0,0,1,0,1,1,71,49,52,57.33,172,D,P,F,P,P
0,0,1,0,0,0,0,0,0,0,1,1,91,86,84,87.0,261,A,P,P,P,P
1,0,0,1,0,1,0,0,0,0,1,1,69,58,57,61.33,184,C,P,P,P,P
1,0,1,0,0,0,0,1,0,0,0,1,54,59,50,54.33,163,D,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,0,53,52,49,51.33,154,D,P,P,F,P
1,0,0,0,1,0,0,0,1,0,1,1,68,60,59,62.33,187,C,P,P,P,P
1,0,1,0,0,0,0,0,0,1,0,0,56,61,60,59.0,177,D,P,P,P,P
0,0,1,0,0,0,1,0,0,0,0,1,36,53,43,44.0,132,F,F,P,F,F
0,0,0,1,0,1,0,0,0,0,0,1,29,41,47,39.0,117,F,F,F,F,F
0,0,1,0,0,0,0,0,0,0,1,1,62,74,70,68.67,206,C,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,0,68,67,73,69.33,208,C,P,P,P,P
0,0,1,0,0,0,0,0,0,1,1,1,47,54,53,51.33,154,D,F,P,P,P
1,0,0,0,1,0,0,0,0,0,1,0,62,61,58,60.33,181,D,P,P,P,P
0,0,0,0,1,0,0,0,0,0,1,0,79,88,94,87.0,261,A,P,P,P,P
1,1,0,0,0,0,1,0,0,0,1,0,73,69,68,70.0,210,C,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,0,66,83,83,77.33,232,B,P,P,P,P
1,0,1,0,0,0,0,0,0,0,1,0,51,60,58,56.33,169,D,P,P,P,P
0,0,0,1,0,0,1,0,0,0,1,1,51,66,62,59.67,179,D,P,P,P,P
1,0,0,0,1,1,0,0,0,0,1,0,85,66,71,74.0,222,B,P,P,P,P
1,0,0,0,0,0,0,0,0,0,1,0,97,92,86,91.67,275,A,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,0,75,69,68,70.67,212,C,P,P,P,P
1,0,0,1,0,0,0,0,0,0,0,0,79,82,80,80.33,241,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,81,77,79,79.0,237,B,P,P,P,P
0,0,0,1,0,0,0,0,0,0,1,1,82,95,89,88.67,266,A,P,P,P,P
0,0,0,1,0,0,0,1,0,0,1,1,64,63,66,64.33,193,C,P,P,P,P
1,0,0,0,1,0,0,0,0,1,0,0,78,83,80,80.33,241,B,P,P,P,P
0,0,0,0,0,0,0,0,0,1,1,0,92,100,97,96.33,289,A,P,P,P,P
1,0,1,0,0,0,1,0,0,0,1,0,72,67,64,67.67,203,C,P,P,P,P
0,0,1,0,0,0,1,0,0,0,0,1,62,67,64,64.33,193,C,P,P,P,P
1,0,1,0,0,0,0,1,0,0,1,1,79,72,69,73.33,220,B,P,P,P,P
1,0,1,0,0,0,0,0,0,1,0,1,79,76,65,73.33,220,B,P,P,P,P
1,1,0,0,0,1,0,0,0,0,0,0,87,90,88,88.33,265,A,P,P,P,P
0,1,0,0,0,0,0,0,0,0,1,1,40,48,50,46.0,138,F,F,F,P,F
1,0,0,1,0,0,0,0,1,0,0,1,77,62,64,67.67,203,C,P,P,P,P
1,0,0,0,1,0,0,0,0,0,1,1,53,45,40,46.0,138,F,P,F,F,F
0,0,1,0,0,0,0,0,1,0,0,1,32,39,33,34.67,104,F,F,F,F,F
0,0,1,0,0,0,0,0,0,0,1,0,55,72,79,68.67,206,C,P,P,P,P
1,0,1,0,0,0,0,1,0,0,0,1,61,67,66,64.67,194,C,P,P,P,P
0,1,0,0,0,0,0,0,0,0,0,1,53,70,70,64.33,193,C,P,P,P,P
1,0,0,1,0,0,0,0,0,1,1,1,73,66,62,67.0,201,C,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,0,74,75,79,76.0,228,B,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,63,74,74,70.33,211,C,P,P,P,P
1,0,1,0,0,1,0,0,0,0,1,0,96,90,92,92.67,278,A,P,P,P,P
0,0,0,1,0,0,0,0,1,0,0,0,63,80,80,74.33,223,B,P,P,P,P
1,1,0,0,0,1,0,0,0,0,0,1,48,51,46,48.33,145,F,F,P,F,F
1,1,0,0,0,0,0,0,0,0,1,1,48,43,45,45.33,136,F,F,F,F,F
0,0,0,0,1,1,0,0,0,0,0,0,92,100,100,97.33,292,A,P,P,P,P
0,0,0,1,0,0,0,1,0,0,0,0,61,71,78,70.0,210,C,P,P,P,P
1,1,0,0,0,0,1,0,0,0,0,1,63,48,47,52.67,158,D,P,F,F,P
1,0,0,1,0,1,0,0,0,0,0,1,68,68,67,67.67,203,C,P,P,P,P
1,1,0,0,0,0,0,0,1,0,1,0,71,75,70,72.0,216,B,P,P,P,P
1,0,0,0,0,1,0,0,0,0,1,1,91,96,92,93.0,279,A,P,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,53,62,56,57.0,171,D,P,P,P,P
0,0,1,0,0,0,1,0,0,0,0,0,50,66,64,60.0,180,D,P,P,P,P
0,0,0,0,1,0,1,0,0,0,1,1,74,81,71,75.33,226,B,P,P,P,P
1,0,0,0,0,0,0,0,0,0,0,0,40,55,53,49.33,148,F,F,P,P,F
1,0,0,0,0,0,0,0,1,0,1,0,61,51,52,54.67,164,D,P,P,P,P
0,1,0,0,0,0,1,0,0,0,1,1,81,91,89,87.0,261,A,P,P,P,P
0,1,0,0,0,0,0,0,1,0,0,0,48,56,58,54.0,162,D,F,P,P,P
0,0,0,1,0,0,0,1,0,0,1,1,53,61,68,60.67,182,D,P,P,P,P
0,0,0,1,0,0,0,0,0,1,1,1,81,97,96,91.33,274,A,P,P,P,P
0,0,0,0,1,0,0,0,0,1,1,1,77,79,80,78.67,236,B,P,P,P,P
0,0,0,1,0,1,0,0,0,0,0,1,63,73,78,71.33,214,B,P,P,P,P
0,0,0,1,0,0,0,0,0,0,1,0,73,75,80,76.0,228,B,P,P,P,P
0,0,0,1,0,0,0,0,1,0,1,1,69,77,77,74.33,223,B,P,P,P,P
0,0,1,0,0,0,0,0,0,0,1,1,65,76,76,72.33,217,B,P,P,P,P
0,0,0,0,0,0,1,0,0,0,1,1,55,73,73,67.0,201,C,P,P,P,P
0,0,1,0,0,1,0,0,0,0,0,1,44,63,62,56.33,169,D,F,P,P,P
0,0,1,0,0,0,0,0,1,0,1,1,54,64,65,61.0,183,D,P,P,P,P
0,0,0,0,0,0,0,0,0,1,1,1,48,66,65,59.67,179,D,F,P,P,P
1,0,1,0,0,0,0,0,1,0,0,1,58,57,54,56.33,169,D,P,P,P,P
1,0,0,0,0,0,0,0,0,1,1,1,71,62,50,61.0,183,D,P,P,P,P
1,0,0,0,1,1,0,0,0,0,1,1,68,68,64,66.67,200,C,P,P,P,P
0,0,0,0,1,0,1,0,0,0,1,1,74,76,73,74.33,223,B,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,0,92,100,99,97.0,291,A,P,P,P,P
0,0,1,0,0,1,0,0,0,0,1,0,56,79,72,69.0,207,C,P,P,P,P
